"filename", "language", "Python", "HTML", "CSS", "XML", "JavaScript", "Markdown", "JSON", "Properties", "reStructuredText", "C", "PowerShell", "comment", "blank", "total"
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\jinja2\runtime.py", "Python", 618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 182, 1054
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\jinja2\sandbox.py", "Python", 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 56, 429
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\jinja2\tests.py", "Python", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 53, 256
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\jinja2\utils.py", "Python", 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 270, 130, 756
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\jinja2\visitor.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 17, 93
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\markupsafe\__init__.py", "Python", 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 68, 296
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\markupsafe\_native.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 64
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\markupsafe\_speedups.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 6, 37, 321
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\markupsafe\_speedups.pyi", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\__init__.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 14
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\__main__.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 32
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\__pip-runner__.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 51
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\__init__.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 20
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\build_env.py", "Python", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 38, 311
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\cache.py", "Python", 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 48, 294
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\cli\autocompletion.py", "Python", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 17, 172
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\cli\base_command.py", "Python", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 38, 217
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\cli\cmdoptions.py", "Python", 807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 146, 1050
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\cli\command_context.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\cli\main.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 15, 71
"c:\Users\HP\Desktop\Ingenieria de Software I\1 chatbot\chatbot-deployment\.venv\lib\python3.10\site-packages\pip\_internal\cli\main_parser.py", "Python", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 29, 135
